source,experiment_id,algorithm,track,target_speed,gentle_speed,brake_threshold,steer_gain,best_lap_time,average_lap_time,completion_rate,crash_count,off_track_count,damage,lap_time_variance,runtime_per_run_seconds,decision_latency_ms,cpu_usage,memory_usage,lap_time_score,crash_score,off_track_score,damage_score,runtime_score,completion_penalty,balanced_score
partb_imported,PARTB_IMPORTED_3LAPS_NORMAL,Part B imported residual policy,corkscrew,,,,,106.986,108.007,1.0,0.0,0.0,0.0,0.0,324.022,0.0,0.0,0.0,0.007660626326466703,0.0,0.0,0.0,0.5236495298602041,0.0,0.055429203516607094
partb_imported,PARTB_PPO_OPTIMIZED,PPO-based optimised policy,corkscrew,,,,,106.892,107.29833333333333,1.0,0.0,0.0,0.0,0.2394423333333333,618.775,0.21543333333333334,0.0,322.56333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.1
optuna_dummy,OPTUNA_DUMMY_008,optuna,corkscrew,81.848,35.697,0.622,0.868,156.589,158.61066666666667,1.0,0.0,0.0,0.0,4.973776222222198,0.0016,0.003793333333333333,25.0,67.8,0.5546819542884734,0.0,0.0,0.0,0.0,0.0,0.22187278171538938
optuna_dummy,OPTUNA_DUMMY_004,optuna,corkscrew,86.649,38.185,0.536,0.873,157.147,159.29566666666665,1.0,0.0,0.0,0.0,2.3173548888888873,0.0016,0.0037233333333333333,8.333333333333334,67.7,0.5620867459633974,0.0,0.0,0.0,0.0,0.0,0.22483469838535897
optuna_dummy,OPTUNA_DUMMY_006,optuna,corkscrew,82.237,37.092,0.558,0.947,155.644,159.56566666666666,1.0,0.0,0.0,0.0,7.894714888888863,0.0016,0.0037633333333333334,44.449999999999996,67.72666666666667,0.5650054229739515,0.0,0.0,0.0,0.0,0.0,0.2260021691895806
optuna_dummy,OPTUNA_DUMMY_007,optuna,corkscrew,79.121,46.778,0.54,1.006,158.2,160.147,1.0,0.0,0.0,0.0,5.497604666666674,0.0016,0.0037766666666666665,41.666666666666664,67.77,0.5712895868090211,0.0,0.0,0.0,0.0,0.0,0.22851583472360845
optuna_dummy,OPTUNA_DUMMY_003,optuna,corkscrew,82.022,45.621,0.504,1.188,159.619,160.47,1.0,0.0,0.0,0.0,0.5185939999999973,0.0017000000000000001,0.004023333333333333,5.55,67.68333333333334,0.5747811893068322,0.0,0.0,0.0,1.6161004981791404e-07,0.0,0.22991249188373786
optuna_dummy,OPTUNA_DUMMY_001,optuna,corkscrew,77.491,49.261,0.646,1.039,158.103,160.793,1.0,0.0,0.0,0.0,4.022610666666657,0.0016666666666666668,0.004086666666666666,10.166666666666666,67.47666666666667,0.5782727918046432,0.0,0.0,0.0,1.077400332119427e-07,0.0,0.2313091274958606
optuna_dummy_replay,OPTUNA_BEST_REPLAY,optuna_replay,corkscrew,77.491,49.261,0.646,1.039,158.103,160.793,1.0,0.0,0.0,0.0,4.022610666666657,0.0018000000000000002,0.004073333333333333,7.933333333333334,59.84,0.5782727918046432,0.0,0.0,0.0,3.232200996358281e-07,0.0,0.23130914904386723
optuna_dummy,OPTUNA_DUMMY_010,optuna,corkscrew,76.092,36.465,0.637,0.976,158.978,160.82233333333335,1.0,0.0,0.0,0.0,5.023486888888886,0.0016,0.00379,33.333333333333336,67.83,0.5785898826403578,0.0,0.0,0.0,0.0,0.0,0.23143595305614315
grid_dummy,GRID_030,grid_search,corkscrew,80.0,40.0,0.5,1.2,158.352,161.09033333333332,1.0,0.0,0.0,0.0,4.50893888888886,0.0017333333333333333,0.003993333333333333,17.45,17.349999999999998,0.5814869398212038,0.0,0.0,0.0,2.1548006642388506e-07,0.0,0.23259479747648817
grid_dummy,GRID_040,grid_search,corkscrew,80.0,45.0,0.6,0.8,158.352,161.09033333333332,1.0,0.0,0.0,0.0,4.50893888888886,0.0018333333333333333,0.004033333333333333,38.199999999999996,17.400000000000002,0.5814869398212038,0.0,0.0,0.0,3.770901162417991e-07,0.0,0.23259481363749318
dummy,EXP_001,rule_based,corkscrew,80.0,45.0,0.6,1.0,158.352,161.09033333333332,1.0,0.0,0.0,0.0,4.50893888888886,0.0023333333333333335,0.005227777777777778,25.48888888888889,17.883333333333333,0.5814869398212038,0.0,0.0,0.0,1.1851403653313693e-06,0.0,0.23259489444251807
stress_dummy,EXP_001_STRESS_001,rule_based_stress,corkscrew,84.0,45.0,0.6,1.0,161.727,161.727,1.0,0.0,0.0,0.0,0.0,0.0021,0.00409,10.7,18.09,0.5883692522781895,0.0,0.0,0.0,8.080502490895696e-07,0.0,0.23534778171630072
optuna_dummy,OPTUNA_DUMMY_005,optuna,corkscrew,76.085,42.871,0.586,0.916,160.358,162.56366666666668,1.0,0.0,0.0,0.0,2.500536222222211,0.0016333333333333332,0.003786666666666667,8.333333333333334,67.7,0.5974135477059559,0.0,0.0,0.0,5.3870016605971e-08,0.0,0.238965424469384
stress_dummy,EXP_001_STRESS_002,rule_based_stress,corkscrew,80.0,45.0,0.55,1.0,163.527,163.527,1.0,0.0,0.0,0.0,0.0,0.0017,0.00399,16.65,18.36,0.6078270990152166,0.0,0.0,0.0,1.616100498179137e-07,0.0,0.24313085576709162
stress_dummy,EXP_001_STRESS_001,rule_based_stress,corkscrew,80.0,45.0,0.6,1.05,163.527,163.527,1.0,0.0,0.0,0.0,0.0,0.0022,0.00421,10.7,18.19,0.6078270990152166,0.0,0.0,0.0,9.69660298907484e-07,0.0,0.24313093657211654
optuna_dummy,OPTUNA_DUMMY_002,optuna,corkscrew,73.12,37.34,0.512,1.146,162.858,163.88,1.0,0.0,0.0,0.0,1.0670526666666535,0.0016666666666666668,0.0040999999999999995,5.55,67.61,0.6116429989586447,0.0,0.0,0.0,1.077400332119427e-07,0.0,0.2446572103574612
optuna_dummy,OPTUNA_DUMMY_009,optuna,corkscrew,71.301,49.233,0.693,1.123,163.349,165.167,1.0,0.0,0.0,0.0,1.9755060000000022,0.0016,0.0037733333333333334,72.23333333333333,67.81,0.6255553593756192,0.0,0.0,0.0,0.0,0.0,0.2502221437502477
grid_dummy,GRID_010,grid_search,corkscrew,70.0,45.0,0.5,0.8,162.852,165.59033333333332,1.0,0.0,0.0,0.0,4.50893888888886,0.0017333333333333333,0.003926666666666667,14.966666666666667,17.41,0.6301315566637717,0.0,0.0,0.0,2.1548006642388506e-07,0.0,0.25205264421351536
