timestamp,speed,steering,throttle,brake,track_position,angle,rpm,gear,track_sensor_center,lap_time,event
2026-09-01T13:42:12.327351+00:00,55.532,0.0035,0.8,0.0,-0.0028,0.002,4792,3,178.918,,dummy_step
2026-09-01T13:42:12.327376+00:00,68.383,-0.0385,0.8,0.0,0.0202,-0.027,4898,3,185.22,,dummy_step
2026-09-01T13:42:12.327394+00:00,56.035,-0.1272,0.8,0.0,0.1154,-0.0662,4315,3,178.832,,dummy_step
2026-09-01T13:42:12.327411+00:00,59.44,0.2201,0.8,0.0,-0.289,0.072,4068,3,171.017,,dummy_step
2026-09-01T13:42:12.327426+00:00,57.005,-0.0069,0.8,0.0,-0.0814,-0.0454,4796,3,173.238,,dummy_step
2026-09-01T13:42:12.327442+00:00,57.216,0.1573,0.8,0.0,-0.3397,-0.012,4770,3,182.218,,dummy_step
2026-09-01T13:42:12.327457+00:00,63.112,-0.0873,0.8,0.0,0.1559,-0.0089,4909,3,180.975,,dummy_step
2026-09-01T13:42:12.327472+00:00,64.441,0.0535,0.8,0.0,-0.2118,-0.0499,5057,3,174.823,,dummy_step
2026-09-01T13:42:12.327487+00:00,58.822,-0.1259,0.8,0.0,0.2298,-0.0105,4601,3,169.142,,dummy_step
2026-09-01T13:42:12.327501+00:00,56.14,0.1231,0.8,0.0,-0.1342,0.0533,4521,3,174.462,,dummy_step
2026-09-01T13:42:12.327516+00:00,56.358,0.1198,0.8,0.0,-0.3451,-0.0502,4542,3,162.143,,dummy_step
2026-09-01T13:42:12.327530+00:00,58.867,-0.2026,0.8,0.0,0.2615,-0.0684,4459,3,161.945,,dummy_step
2026-09-01T13:42:12.327545+00:00,61.046,0.1803,0.8,0.0,-0.225,0.0646,4230,3,166.501,,dummy_step
2026-09-01T13:42:12.327558+00:00,54.608,-0.1557,0.8,0.0,0.1649,-0.0697,4210,3,166.941,,dummy_step
2026-09-01T13:42:12.327570+00:00,58.912,-0.1135,0.8,0.0,0.1009,-0.06,4619,3,158.368,,dummy_step
2026-09-01T13:42:12.327583+00:00,61.91,-0.1798,0.8,0.0,0.3284,-0.0149,4656,3,171.757,,dummy_step
2026-09-01T13:42:12.327596+00:00,59.12,-0.0015,0.8,0.0,0.0089,0.0028,4846,3,168.751,,dummy_step
2026-09-01T13:42:12.327609+00:00,58.259,-0.0345,0.8,0.0,-0.0412,-0.0524,5027,3,155.97,,dummy_step
2026-09-01T13:42:12.327621+00:00,59.568,0.0487,0.8,0.0,-0.2448,-0.0702,4936,3,155.104,,dummy_step
2026-09-01T13:42:12.327634+00:00,59.345,0.0845,0.8,0.0,-0.2374,-0.0326,4407,3,162.287,,dummy_step
2026-09-01T13:42:12.327647+00:00,63.142,0.2241,0.8,0.0,-0.3093,0.0661,4971,3,153.82,,dummy_step
2026-09-01T13:42:12.327659+00:00,62.852,-0.0896,0.8,0.0,0.2277,0.0231,4767,3,159.407,,dummy_step
2026-09-01T13:42:12.327672+00:00,66.235,-0.0846,0.8,0.0,0.302,0.0633,4336,3,160.354,,dummy_step
2026-09-01T13:42:12.327685+00:00,57.63,0.1038,0.8,0.0,-0.0819,0.0598,5127,3,161.625,,dummy_step
2026-09-01T13:42:12.327698+00:00,54.392,0.1034,0.8,0.0,-0.273,-0.0316,4333,3,158.232,,dummy_step
2026-09-01T13:42:12.327711+00:00,54.527,0.0594,0.8,0.0,-0.2626,-0.0684,4610,3,150.896,,dummy_step
2026-09-01T13:42:12.327723+00:00,61.932,-0.1878,0.8,0.0,0.2147,-0.0765,4436,3,149.307,,dummy_step
2026-09-01T13:42:12.327736+00:00,63.055,0.0599,0.8,0.0,-0.0929,0.0128,4431,3,146.671,,dummy_step
2026-09-01T13:42:12.327749+00:00,67.349,-0.1335,0.8,0.0,0.3175,0.0241,4561,3,156.578,,dummy_step
