timestamp,speed,steering,throttle,brake,track_position,angle,rpm,gear,track_sensor_center,lap_time,event
2026-08-12T12:56:23.585261+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5235.99,1,62.0267,-0.982,step
2026-08-12T12:56:23.596625+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5356.17,1,62.0267,-0.962,step
2026-08-12T12:56:23.623562+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5479.34,1,62.0267,-0.942,step
2026-08-12T12:56:23.642685+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5605.57,1,62.0267,-0.922,step
2026-08-12T12:56:23.662126+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5734.92,1,62.0267,-0.902,step
2026-08-12T12:56:23.681371+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5867.48,1,62.0267,-0.882,step
2026-08-12T12:56:23.700918+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6003.31,1,62.0267,-0.862,step
2026-08-12T12:56:23.719736+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6142.48,1,62.0267,-0.842,step
2026-08-12T12:56:23.738367+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6285.09,1,62.0267,-0.822,step
2026-08-12T12:56:23.757070+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6431.2,1,62.0267,-0.802,step
2026-08-12T12:56:23.783812+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6580.9,1,62.0267,-0.782,step
2026-08-12T12:56:23.802923+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6734.27,1,62.0267,-0.762,step
2026-08-12T12:56:23.821737+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6891.39,1,62.0267,-0.742,step
2026-08-12T12:56:23.842859+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7052.35,1,62.0267,-0.722,step
2026-08-12T12:56:23.862374+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7217.24,1,62.0267,-0.702,step
2026-08-12T12:56:23.883669+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7386.14,1,62.0267,-0.682,step
2026-08-12T12:56:23.902864+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7559.14,1,62.0267,-0.662,step
2026-08-12T12:56:23.921972+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7736.33,1,62.0267,-0.642,step
2026-08-12T12:56:23.940426+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7917.82,1,62.0267,-0.622,step
2026-08-12T12:56:23.959214+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8103.68,1,62.0267,-0.602,step
2026-08-12T12:56:23.978334+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8294.03,1,62.0267,-0.582,step
2026-08-12T12:56:23.996926+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8488.95,1,62.0267,-0.562,step
2026-08-12T12:56:24.025633+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8688.55,1,62.0267,-0.542,step
2026-08-12T12:56:24.036051+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8892.93,1,62.0267,-0.522,step
2026-08-12T12:56:24.062803+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9102.19,1,62.0267,-0.502,step
2026-08-12T12:56:24.083856+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9316.43,1,62.0267,-0.482,step
2026-08-12T12:56:24.102770+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9535.22,1,62.0267,-0.462,step
2026-08-12T12:56:24.121734+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9754.55,1,62.0267,-0.442,step
2026-08-12T12:56:24.139646+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9973.62,1,62.0267,-0.422,step
2026-08-12T12:56:24.158962+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10192.4,1,62.0267,-0.402,step
2026-08-12T12:56:24.180270+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10411.0,1,62.0267,-0.382,step
2026-08-12T12:56:24.201145+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10629.3,1,62.0267,-0.362,step
2026-08-12T12:56:24.222135+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10847.3,1,62.0267,-0.342,step
2026-08-12T12:56:24.235752+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11065.1,1,62.0267,-0.322,step
2026-08-12T12:56:24.264401+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11282.6,1,62.0267,-0.302,step
2026-08-12T12:56:24.284973+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11499.9,1,62.0267,-0.282,step
2026-08-12T12:56:24.304019+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11716.9,1,62.0267,-0.262,step
2026-08-12T12:56:24.325014+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11933.7,1,62.0267,-0.242,step
2026-08-12T12:56:24.343792+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,12150.2,1,62.0267,-0.222,step
2026-08-12T12:56:24.369278+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,12366.4,1,62.0267,-0.202,step
2026-08-12T12:56:24.379977+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,12582.4,1,62.0267,-0.182,step
2026-08-12T12:56:24.401601+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,12798.5,1,62.0267,-0.162,step
2026-08-12T12:56:24.423310+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,13015.0,1,62.0267,-0.142,step
2026-08-12T12:56:24.442691+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,13231.9,1,62.0267,-0.122,step
2026-08-12T12:56:24.460870+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,13449.1,1,62.0267,-0.102,step
2026-08-12T12:56:24.480609+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,13666.8,1,62.0267,-0.082,step
2026-08-12T12:56:24.500043+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,13884.9,1,62.0267,-0.062,step
2026-08-12T12:56:24.518694+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,14103.3,1,62.0267,-0.042,step
2026-08-12T12:56:24.547102+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,14322.2,1,62.0267,-0.022,step
2026-08-12T12:56:24.583627+00:00,-0.017,-0.158,0.8,0.0,0.3335,0.0087,14761.1,1,61.8894,0.018,step
2026-08-12T12:56:24.606144+00:00,0.18,-0.158,0.8,0.0,0.3334,0.0087,5249.36,1,61.8926,0.038,step
2026-08-12T12:56:24.618434+00:00,0.164,-0.158,0.8,0.0,0.3334,0.0087,5264.23,1,61.8911,0.058,step
2026-08-12T12:56:24.640364+00:00,0.195,-0.1581,0.8,0.0,0.3334,0.0086,5235.99,1,61.9185,0.078,step
2026-08-12T12:56:24.660691+00:00,0.753,-0.1579,0.8,0.0,0.3334,0.0088,5235.99,1,61.8629,0.098,step
