timestamp,speed,steering,throttle,brake,track_position,angle,rpm,gear,track_sensor_center,lap_time,event
2026-08-31T18:44:40.905010+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5235.99,1,62.0267,-0.982,step
2026-08-31T18:44:40.917216+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5356.17,1,62.0267,-0.962,step
2026-08-31T18:44:40.937166+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5479.34,1,62.0267,-0.942,step
2026-08-31T18:44:40.958893+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5605.57,1,62.0267,-0.922,step
2026-08-31T18:44:40.979634+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5734.92,1,62.0267,-0.902,step
2026-08-31T18:44:41.000290+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,5867.48,1,62.0267,-0.882,step
2026-08-31T18:44:41.020114+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6003.31,1,62.0267,-0.862,step
2026-08-31T18:44:41.042232+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6142.48,1,62.0267,-0.842,step
2026-08-31T18:44:41.061667+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6285.09,1,62.0267,-0.822,step
2026-08-31T18:44:41.083497+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6431.2,1,62.0267,-0.802,step
2026-08-31T18:44:41.095325+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6580.9,1,62.0267,-0.782,step
2026-08-31T18:44:41.116836+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6734.27,1,62.0267,-0.762,step
2026-08-31T18:44:41.136101+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,6891.39,1,62.0267,-0.742,step
2026-08-31T18:44:41.158465+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7052.35,1,62.0267,-0.722,step
2026-08-31T18:44:41.178089+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7217.24,1,62.0267,-0.702,step
2026-08-31T18:44:41.200323+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7386.14,1,62.0267,-0.682,step
2026-08-31T18:44:41.220547+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7559.14,1,62.0267,-0.662,step
2026-08-31T18:44:41.241875+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7736.33,1,62.0267,-0.642,step
2026-08-31T18:44:41.261815+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,7917.82,1,62.0267,-0.622,step
2026-08-31T18:44:41.283816+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8103.68,1,62.0267,-0.602,step
2026-08-31T18:44:41.303901+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8294.03,1,62.0267,-0.582,step
2026-08-31T18:44:41.316318+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8488.95,1,62.0267,-0.562,step
2026-08-31T18:44:41.336291+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8688.55,1,62.0267,-0.542,step
2026-08-31T18:44:41.358304+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,8892.93,1,62.0267,-0.522,step
2026-08-31T18:44:41.379465+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9102.19,1,62.0267,-0.502,step
2026-08-31T18:44:41.400360+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9316.43,1,62.0267,-0.482,step
2026-08-31T18:44:41.419735+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9535.22,1,62.0267,-0.462,step
2026-08-31T18:44:41.441823+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9754.55,1,62.0267,-0.442,step
2026-08-31T18:44:41.461189+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,9973.62,1,62.0267,-0.422,step
2026-08-31T18:44:41.483414+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10192.4,1,62.0267,-0.402,step
2026-08-31T18:44:41.495249+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10411.0,1,62.0267,-0.382,step
2026-08-31T18:44:41.516969+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10629.3,1,62.0267,-0.362,step
2026-08-31T18:44:41.536961+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,10847.3,1,62.0267,-0.342,step
2026-08-31T18:44:41.558818+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11065.1,1,62.0267,-0.322,step
2026-08-31T18:44:41.578329+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11282.6,1,62.0267,-0.302,step
2026-08-31T18:44:41.600273+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11499.9,1,62.0267,-0.282,step
2026-08-31T18:44:41.620757+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11716.9,1,62.0267,-0.262,step
2026-08-31T18:44:41.641951+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,11933.7,1,62.0267,-0.242,step
2026-08-31T18:44:41.661728+00:00,-0.009,-0.1585,0.8,0.0,0.3334,0.0082,12150.2,1,62.0267,-0.222,step
